color,RPM,stroke_frequency,producer_name
530,1769,1805,206
83,1950,285,1886
680,78,844,1456
1747,788,181,1190
955,287,1865,1446
518,410,1902,567
1100,583,493,443
789,1937,342,604
835,1944,805,1444
1226,717,218,176
319,1898,1384,1442
481,343,29,161
1136,1140,1933,933
1692,1129,1473,1069
1968,169,491,1426
645,315,866,748
374,1522,820,634
1771,1684,1246,573
1071,527,467,196
1533,1800,539,1644
631,537,1440,518
1077,1165,1720,1687
1285,1927,367,1706
1692,1383,568,323
1581,50,1601,1782
829,1345,126,339
944,754,1129,964
377,1740,691,881
1038,1168,1166,1925
1007,677,1767,288
645,1913,1603,526
1843,1136,1524,296
524,1051,1652,1379
790,1893,1694,160
1726,111,111,1291
244,907,1386,1078
1653,1434,646,1943
437,1097,1315,1828
420,909,694,262
1598,437,204,634
1323,1251,312,73
207,58,1539,329
1735,1677,70,665
542,1306,1260,1721
1895,1771,934,233
1527,893,973,1365
1316,602,58,1320
1373,477,585,1319
313,1156,1109,722
1188,1818,854,1679
838,1386,1426,1905
1122,1153,129,149
208,1097,141,976
1170,865,663,228
647,1785,551,18
530,1145,1405,1625
1286,1286,752,1207
1183,579,1838,1956
1807,1114,1139,1865
20,594,295,1201
312,1403,1061,670
804,654,415,1185
818,986,1998,1081
257,759,1644,20
1060,927,1187,1599
1050,360,1431,1577
1533,1788,620,715
1849,719,1498,107
706,1257,1787,1692
221,1971,1591,1822
1030,1110,1862,395
1753,1705,782,378
1257,324,1055,651
959,887,1866,1879
927,1509,446,1453
914,978,377,1015
1789,1268,1879,791
589,592,1311,1948
163,690,658,807
816,1408,1708,495
1087,1777,333,1270
1631,467,640,282
1154,1798,1922,1382
897,86,1495,277
1436,1616,993,1547
597,634,944,501
409,639,503,69
1760,1344,364,550
1140,434,1954,227
1223,1727,108,211
1740,1559,1154,770
212,1013,1894,1349
471,479,121,245
627,418,72,24
688,1814,279,1227
1777,1151,83,1605
303,1817,94,665
1686,1794,662,1014
1760,1943,416,1170
522,370,279,971
584,1827,1023,1647
1218,837,1951,1118
505,530,1678,362
1809,378,635,290
965,342,999,819
1330,221,677,837
1444,278,823,1351
646,52,1555,1175
1893,91,833,1401
1808,1519,1649,275
470,892,156,951
281,1223,1658,643
1510,750,980,1131
440,1009,1630,346
527,1440,650,393
845,1055,1367,412
707,699,439,1914
93,630,1979,1003
1335,1899,535,1327
62,1087,563,1415
856,1400,1023,875
1435,116,1883,1764
1519,839,785,892
1704,1664,1800,214
484,1609,442,1097
456,660,988,1532
1253,588,1825,1155
1268,219,931,1444
1075,1313,658,1488
1508,476,1478,558
1446,567,728,1799
130,1339,764,1554
280,112,533,988
1862,1429,177,6
100,1921,1277,1938
1337,144,1810,1092
1737,1539,1709,124
1605,788,237,1087
1856,73,1138,1562
440,805,37,1770
691,1700,1282,542
1653,56,90,499
432,697,900,661
715,448,636,1898
351,358,666,1487
504,1157,98,1905
1849,1348,82,759
263,1625,260,649
614,1377,336,248
1371,1728,796,36
534,1400,515,1985
983,265,1915,321
1354,1723,489,294
1808,1251,1078,916
1411,468,83,175
318,1516,76,1180
1021,599,425,449
1381,1457,960,767
255,1951,709,1933
1428,230,409,1524
1003,436,832,539
1070,788,1224,491
444,551,1126,314
1202,170,1695,1743
1430,861,515,954
883,1887,650,254
1965,1846,1230,857
431,184,1212,817
43,1729,1772,358
326,61,1633,475
1117,666,641,351
162,130,199,1211
1681,843,1772,973
898,764,1669,714
1086,176,81,1627
1726,467,767,1701
1153,1421,636,877
1790,1460,1960,725
1217,1584,458,445
233,274,1158,866
1076,923,104,392
1593,546,156,1544
1051,769,546,1504
1686,88,448,738
1827,1924,1054,580
462,448,517,1511
410,435,1109,673
747,1793,979,1999
1351,512,1298,900
119,1034,1175,1486
1031,1548,1666,372
991,1012,589,606
903,412,183,1041
979,997,1364,557
697,1032,1652,128
1315,423,1775,942
780,1638,782,1320
1368,419,1680,246
1170,1070,1520,538
1536,629,796,727
1865,631,1758,716
598,410,696,917
403,315,1346,1087
762,1692,27,830
1131,1346,326,314
31,887,1541,1568
1319,464,448,1412
507,1612,1046,143
1752,1664,1739,1183
1560,729,1730,288
1997,402,996,1897
62,1343,143,243
545,1145,794,1656
1389,1691,1648,365
599,314,1393,142
1710,801,1774,131
1961,338,1553,1719
1944,1733,265,1337
364,467,157,1242
1507,719,838,1750
354,276,11,1334
1669,17,1531,1542
518,1971,65,1750
1812,1204,992,558
1092,293,1359,1110
1227,340,4,1042
1479,362,554,1543
1120,848,1414,1808
1993,1841,1863,979
983,1762,1092,722
1731,1137,1047,766
1945,1513,51,117
495,891,1806,981
557,1282,1461,1399
751,356,1563,446
830,1057,75,1275
1213,867,1612,944
970,581,1498,1209
752,142,1430,751
350,1810,1696,885
8,240,369,1500
670,868,314,294
1677,1075,811,1295
1252,1841,836,1724
1713,710,631,324
253,521,1554,269
1788,1184,277,1468
1068,143,773,370
431,3,954,1321
872,784,291,763
1328,1223,1419,1422
1953,1962,1623,232
870,441,125,1350
1105,257,1155,1959
1424,1338,880,1754
329,808,1149,166
1982,1679,1568,1768
356,1858,1369,442
1869,529,708,1948
1069,42,1990,1295
1456,1387,161,931
980,1070,1946,511
290,593,1071,1245
1249,239,1912,1290
730,1039,1053,1485
1523,1147,1963,210
1698,723,963,1784
516,578,263,1015
1720,415,604,594
1511,913,1151,1783
1818,1095,487,250
1855,1754,142,173
83,1423,270,803
907,805,823,200
123,1929,1272,1476
1481,1162,175,1644
314,13,247,1162
1199,1216,1180,239
126,1895,104,1745
1376,687,1214,935
1566,1843,617,1637
1794,158,511,720
466,1665,98,710
747,461,526,701
1138,830,320,1797
290,782,1573,1585
625,1958,627,372
1751,791,85,1034
1612,1869,1702,1633
1746,882,1383,905
416,372,699,1388
914,172,1156,1508
1412,1725,1973,1148
1256,1539,223,266
995,461,786,304
1433,316,266,311
69,1000,1634,895
1326,694,643,1281
872,607,1406,1962
576,144,1893,1714
1240,1032,1870,1523
516,912,1488,1971
1688,824,928,1022
1593,583,1031,1918
592,598,1425,1716
1017,1973,1365,1170
1258,1874,348,414
361,1166,1658,193
1264,1627,880,1830
1567,807,131,1148
6,1156,1292,742
1978,771,1774,548
1541,325,634,1912
1076,332,90,263
1208,1840,1080,1256
586,149,1017,513
660,118,338,17
1840,1860,1874,48
1189,1817,1740,865
1875,1803,214,1715
557,1547,593,304
780,1080,1131,933
254,405,239,1248
424,759,10,533
1695,873,987,136
1472,940,1688,1183
553,1863,1,1487
205,1929,125,632
1604,334,741,1376
1013,111,1560,1607
1332,1455,1932,1651
62,156,163,556
718,405,564,176
585,880,814,257
1806,1593,363,786
587,1177,4,930
1985,51,655,1289
324,912,1993,1927
1485,377,93,439
1705,39,1573,1146
1540,502,1045,760
533,1490,1637,1170
1490,272,754,1487
1787,572,1354,1097
1913,644,1530,904
1840,1807,386,1475
1316,1710,965,538
1556,358,1954,1758
1176,370,611,1888
1704,603,1311,448
898,1895,1234,1423
1718,371,260,1897
1983,802,1362,1777
805,1194,1242,444
1895,1703,23,932
1383,1923,1177,1435
105,1469,1558,403
1416,726,1319,1844
1849,899,443,759
251,1079,939,180
20,1778,1283,1973
464,302,1682,1089
211,260,1438,660
239,605,1858,1979
1936,240,1739,754
1477,2,564,168
367,489,524,945
917,1497,53,1350
546,1318,1891,154
973,516,232,1879
1474,1166,360,1479
443,1626,1435,380
220,801,272,43
1415,884,1183,1495
469,426,973,1741
1558,1651,690,1873
148,1320,1368,1908
1607,1630,858,1735
1879,765,1979,1820
1563,145,1341,1030
681,1340,1083,306
1665,938,263,1076
1834,1816,667,392
980,1816,682,1369
589,1871,619,1041
629,262,1646,1990
405,1463,1022,490
1921,663,837,19
1055,790,1686,303
1464,1544,350,489
932,723,1429,403
386,397,913,1336
787,856,27,96
1938,590,1414,987
1804,1175,1983,1928
1965,250,1562,1911
258,846,1121,1427
1877,1039,692,785
1614,36,367,1082
572,1972,1874,1543
1944,698,748,453
1185,1494,1833,278
1103,1347,1981,1080
1250,245,939,867
472,397,1766,1133
0,1477,707,848
248,1590,1523,1578
50,1258,364,1319
1108,1958,845,1289
576,597,528,14
1765,876,1047,1763
314,598,773,938
1814,596,795,1850
1730,1042,1285,315
307,895,255,38
350,1433,1449,19
585,1821,665,1891
728,1812,1638,1682
1095,954,1919,214
84,713,903,4
1487,1615,897,1618
1294,1635,40,1344
377,1657,892,76
559,1578,146,296
770,1713,1981,918
857,1397,891,1901
864,476,12,1098
137,1127,678,782
1997,1208,427,29
1768,1876,1745,1818
1497,512,182,1754
1237,802,1444,1514
1502,1161,71,1817
490,1342,1797,907
1933,270,1075,553
23,635,126,639
194,1500,814,1156
225,223,101,1413
1447,795,797,1496
328,1614,291,738
867,1219,813,1647
1258,1001,445,1946
1968,810,249,1456
1291,1658,1833,1723
247,1976,1760,1975
1956,529,1560,1501
1702,333,1442,296
11,1016,1846,320
1860,347,1321,223
1561,1740,116,292
363,165,1725,1505
1401,1550,416,1249
1213,1270,266,1477
37,670,525,1732
729,606,249,498
613,902,88,1439
509,1171,933,669
1265,1211,1684,1791
2,1284,235,904
1729,1210,11,1013
1263,216,1432,183
488,1927,274,1242
534,1617,1911,564
456,1739,1354,1675
1331,725,664,149
932,1246,1399,1436
853,1388,416,312
694,1548,1545,1281
1907,73,1176,914
1024,263,1618,255
1885,851,590,1142
1248,1880,1144,981
238,1852,29,1875
448,1102,1629,1647
640,1424,1827,820
132,1716,1882,905
329,903,306,747
1155,498,338,363
1734,107,836,1708
831,1419,1578,1572
650,1528,1559,278
1267,695,1027,1016
1008,126,626,1446
914,237,309,1202
76,1031,1462,1150
1856,619,1878,1930
762,817,239,772
1857,90,1004,193
1909,306,1280,1737
714,1683,842,363
1095,460,1901,611
36,1996,27,1203
1572,379,797,1380
1625,1804,318,247
220,1884,1056,835
738,114,602,1003
1215,457,44,921
1514,178,978,1414
1046,350,617,1688
1721,471,62,1800
908,231,1302,158
1752,452,1368,1538
1883,1166,944,837
1886,255,687,1996
241,1663,1366,990
360,723,1700,20
1647,176,1511,1109
376,832,182,1187
108,1436,581,1021
771,1908,1420,1873
295,1593,1165,1418
349,1094,41,1997
679,1141,274,1307
754,475,1770,1529
1583,316,709,1197
1146,1012,355,70
1273,1780,1129,1023
1140,1578,77,531
22,330,652,1999
1253,1927,261,997
1548,1902,1004,1103
645,1240,836,1267
956,939,1640,1106
995,1690,1018,1990
1623,96,1511,1278
93,1175,1819,1361
601,1185,1823,902
1702,1077,1623,653
203,423,848,748
729,820,1829,1890
1744,211,100,953
1524,195,1041,537
549,874,405,98
1451,726,1745,1476
1103,249,1132,472
746,182,1514,1934
1118,1065,1108,1304
1599,441,1735,85
1570,1978,665,563
638,964,1836,742
947,1642,71,99
1459,981,1363,82
207,865,1822,914
1937,1571,735,1350
361,170,1936,1693
1819,692,299,124
564,1136,1839,379
1900,676,57,143
995,746,1965,115
1184,941,1521,146
609,1368,184,650
1177,995,1579,523
1214,246,442,1331
840,1212,9,1883
1001,1052,1525,1718
1375,1331,1392,1547
529,1998,628,1359
554,772,546,1008
1706,1834,1460,1433
1010,769,1194,1882
469,775,59,716
726,1849,1019,43
1440,1901,1394,577
540,1733,387,346
1100,894,782,173
1252,832,886,1672
403,201,1760,313
107,1325,192,667
1442,884,993,1801
443,522,4,1469
587,315,114,373
1362,1352,569,1870
1869,1863,680,891
278,1269,1797,351
1752,1769,1391,342
109,584,984,824
338,606,1850,1217
1553,558,845,414
174,524,1585,219
69,706,1032,1535
88,1667,955,1993
1791,1376,802,1952
892,877,489,1790
675,373,759,70
1441,667,1700,351
1861,1756,1611,1948
1865,514,1775,1721
330,1428,402,256
1685,1266,1477,167
189,1742,1992,1316
615,42,931,289
582,583,833,774
1269,129,1566,1894
343,1850,1811,1033
692,1095,1671,1793
298,288,843,1540
983,340,262,1689
1227,949,1930,379
1378,1196,1483,1966
1719,1313,641,1289
1448,1203,1946,1959
325,1004,1181,1767
566,1193,1567,1235
593,263,1637,1333
1426,1666,1948,1301
1538,1203,162,1048
1302,1868,130,469
277,211,1945,1474
728,922,359,195
72,374,593,362
457,1204,1348,1276
828,548,710,464
848,1890,1416,572
491,1323,407,1566
547,132,915,676
0,1967,1561,1107
1073,84,1409,1438
1938,1309,150,858
287,912,460,1158
797,1267,500,1308
1049,354,1648,308
119,664,1474,1356
473,1597,1546,1720
1101,503,587,1111
920,1853,1731,158
1035,602,1895,1885
957,29,1634,678
1491,319,186,87
532,1907,90,808
655,618,290,1543
1516,1981,1129,1500
341,42,906,302
1198,547,1083,289
377,1099,753,375
321,34,363,751
791,369,316,616
996,758,335,612
433,779,862,1106
1722,1730,784,1527
1919,181,1388,782
869,445,526,206
899,1968,47,1786
1358,1374,389,1218
1644,371,472,1413
505,505,1120,783
80,1484,1810,802
303,812,884,158
1576,1259,1047,777
1328,6,239,33
880,1943,752,178
1824,1853,615,1098
189,645,1988,1522
1599,110,1928,1645
220,1521,1869,1263
1637,72,74,1731
1646,1481,1398,815
1368,34,548,347
1364,1829,677,1026
1202,131,1079,1989
927,1108,1718,123
1822,876,411,1422
1221,540,834,1532
51,1465,587,1889
221,154,129,1004
1252,1209,371,182
575,327,392,1358
1851,1661,1152,1715
993,989,1159,1150
1099,1434,99,1209
1239,597,110,1197
694,1751,1115,570
1778,1795,916,198
268,541,1833,1673
1156,333,1882,420
1047,548,1454,516
323,1020,589,200
669,127,410,46
1915,565,586,1290
1393,1893,210,1334
330,463,1367,13
1683,1654,74,1474
1847,1531,679,1663
1434,1572,580,300
1915,481,1448,1217
1187,1185,1047,1167
852,516,584,1864
600,839,821,297
1364,803,1498,1331
281,527,1289,1998
945,1525,886,68
1375,1327,809,1489
1253,267,1513,1029
759,1574,670,1899
1923,622,316,1325
855,345,867,143
185,1294,208,1519
0,1415,1751,1727
922,1245,946,265
1470,1696,1932,1159
1651,1258,1330,505
363,1574,1953,1373
684,1373,1762,323
1651,1291,1853,1647
1179,83,1168,923
1780,297,1224,716
130,1151,639,617
631,1153,213,1867
875,1105,326,382
1799,1620,827,352
1395,190,645,1789
544,1182,885,1120
1493,156,1592,1572
964,658,216,1897
137,1392,542,1865
1002,1057,1549,531
796,379,749,791
1701,287,504,281
55,420,85,1615
270,658,817,1954
963,1942,1874,1769
1333,1957,508,32
1940,1581,1699,583
1558,1528,882,176
1421,988,878,942
569,1602,118,24
1549,958,523,1528
86,843,1666,259
268,399,327,959
276,380,1530,780
1343,320,1117,1478
59,1668,128,1571
831,1049,1742,386
452,1766,558,878
586,1088,1596,1764
1478,322,1411,1742
1051,1670,1850,1620
1836,162,965,1812
1231,670,87,1168
728,1522,1940,631
228,769,1184,1578
621,1525,1049,1856
1256,623,1574,1401
652,1,621,483
1375,1213,1,572
513,1813,759,1385
1241,141,1389,1491
9,1817,645,571
190,800,527,78
1294,95,591,924
443,348,303,1944
1348,81,1453,1871
765,1856,1384,1746
1486,1877,1055,520
10,81,1668,1909
1762,1971,311,817
1322,647,225,45
1233,1360,1176,24
634,1287,257,1576
1384,1991,547,749
474,997,638,1505
1377,1207,545,1188
1676,290,598,1431
1007,371,1462,1408
1498,1089,1965,1096
1473,537,1041,1812
955,830,594,914
440,1873,1447,1293
881,1732,1422,1754
507,259,766,981
322,1334,44,329
1604,385,1177,1841
1543,500,418,1946
584,1360,1675,1621
1966,1464,1752,450
799,1320,95,32
209,1249,123,1206
994,1824,272,977
882,271,1617,428
1421,950,827,970
753,1795,82,594
1637,1229,1923,1949
962,603,179,314
607,1313,1413,359
914,680,607,1899
1257,1986,1211,501
21,1336,86,198
1908,742,1000,994
100,118,1999,1956
1950,950,954,714
435,1629,838,1710
1016,1586,773,1456
314,589,220,1814
66,723,1560,924
1556,497,1141,1099
1460,1887,1291,711
75,1972,969,151
248,481,1081,1451
784,292,392,494
1085,458,518,376
1646,332,71,620
566,776,981,424
238,1234,95,1025
326,322,1796,379
1888,1832,951,1618
535,75,636,1118
1495,518,876,1840
98,106,1407,978
1069,658,1244,1904
1622,482,788,1731
1092,816,1504,1997
834,4,123,1066
1576,887,1582,1102
499,1223,1497,1030
768,661,970,1906
1116,1766,415,1589
1467,1028,418,1007
564,489,1989,322
745,30,1676,238
297,818,398,1908
930,1309,89,233
1549,1048,1775,307
748,444,1116,355
830,466,1524,1682
488,876,1863,286
1300,767,1278,1334
638,509,1088,410
1083,1006,392,630
1101,459,215,1906
1476,1167,695,1947
1795,1665,633,188
940,284,392,1892
883,1480,831,727
916,1703,1482,1681
768,1436,845,688
825,1292,918,1900
1054,1854,1833,1765
1133,185,43,61
1007,1384,1353,1922
1496,1269,1132,1832
910,1385,719,1483
658,362,1240,1882
445,944,1173,215
1088,1469,437,834
10,1505,269,1234
122,1861,717,1711
1071,1284,152,974
641,1096,972,1556
1916,206,1265,912
1346,1792,579,1481
1774,1225,811,1790
205,712,1149,301
92,524,1183,550
1021,1786,489,572
1622,38,1480,1614
1535,771,416,437
651,1851,254,177
1022,283,277,881
835,541,1858,1952
1653,1895,1111,147
595,161,865,743
1099,1845,229,356
774,1843,593,858
303,458,766,1301
1354,1974,1303,1974
1503,1911,1566,779
457,538,332,1532
412,1129,1245,505
448,350,1823,1144
1980,1207,772,876
961,1776,215,401
1197,1413,694,238
1862,1114,280,536
583,769,1156,1222
1890,1324,337,495
1607,1236,1222,1544
986,365,1407,930
1801,1860,612,1532
419,1128,1934,627
720,506,490,501
1213,1833,996,544
1044,351,874,247
1573,1574,483,483
1693,398,1713,1075
1538,102,137,400
1401,9,1844,1480
1412,536,1489,926
561,764,658,685
799,766,1565,1462
1704,901,668,181
616,1068,417,460
869,50,1702,1772
502,1315,1229,1897
1937,626,1407,1683
515,455,15,997
867,129,14,763
1069,1844,581,267
1737,1904,918,1271
235,80,1238,274
922,381,1706,332
294,603,277,936
1029,327,1412,1248
659,980,710,1162
1035,1544,1858,1260
1637,1278,125,1998
1450,809,986,198
1431,975,47,1364
1124,1872,515,1681
625,1590,851,1342
1020,1277,233,1176
1760,115,776,1393
1422,1005,1943,751
315,1874,193,150
657,199,1536,703
552,1023,1660,1471
1434,1885,71,1978
1893,915,1729,1375
252,204,1099,447
609,1189,1834,1650
1771,1580,945,1785
1935,425,707,595
1645,21,1602,1281
606,1379,1626,558
26,1667,1532,1334
90,653,1533,500
1057,1634,427,857
382,1355,1545,1521
1780,771,1135,43
943,1506,759,1282
637,1814,1728,1032
1294,77,1875,1037
1071,556,530,140
419,144,1844,645
769,912,454,375
221,1280,1586,1606
385,184,535,589
1614,1948,80,250
60,1467,1311,325
195,1654,1293,1289
1760,237,1631,550
976,435,1515,1778
1994,1925,1926,594
177,571,1514,1984
1418,832,988,1845
1376,1172,890,1530
1167,671,844,1663
1509,633,1326,1842
204,1052,401,794
316,457,1814,1071
594,1410,1030,332
276,418,811,1333
154,1134,1441,345
668,1214,1850,934
1315,473,23,1391
261,1284,814,1425
1990,1664,883,960
1799,1534,87,785
414,23,1523,418
1956,1643,1433,1317
1294,1735,1422,1909
633,116,1263,1218
401,1758,1916,1353
28,1163,725,1909
1847,1854,476,985
1431,1441,247,360
1140,1486,994,1981
862,9,237,1091
1307,784,1681,1839
382,621,581,550
382,1265,1376,29
1851,1282,1109,101
728,1499,165,290
1233,1895,1281,1556
1045,1203,1219,579
845,1402,1934,1847
162,113,636,1201
821,1159,251,1122
1850,1972,411,1751
1090,212,1054,780
634,643,440,1703
794,1813,198,1103
1649,1285,1471,1534
954,1911,1251,800
1556,218,981,359
510,1446,384,1465
1736,425,9,286
754,1530,1369,173
5,1955,1535,982
405,1514,265,859
1571,644,475,894
1147,654,1249,513
1186,316,237,362
87,1138,320,1892
933,1049,1146,1181
1065,1521,1552,1518
219,125,847,1874
964,156,689,908
609,974,1428,1800
1491,1910,1358,902
1971,1230,305,1611
351,399,1798,400
350,124,557,4
323,1899,1981,1342
1985,1929,1954,1799
1007,164,382,1523
1109,939,1312,148
830,26,1784,1792
1913,1209,1636,1360
1068,1044,1168,903
148,1715,303,342
1125,519,1147,1646
673,1440,1890,396
1849,1273,178,1644
1754,647,278,1851
386,981,836,1989
2,1083,1345,1688
68,264,1728,63
1306,418,1918,1183
1325,640,1810,568
1770,1209,1858,1458
44,1032,1367,153
1645,142,1473,514
271,1876,291,1354
1104,1107,1932,1881
954,1958,1707,863
1575,1229,1859,1948
1687,1221,1070,244
21,975,1469,677
691,941,734,1732
646,355,789,1790
1176,138,215,678
1820,1444,535,518
775,1132,1229,1137
1420,35,1830,440
1663,1977,821,19
1527,1092,1940,1290
368,1794,1338,1281
1138,263,1127,216
681,1925,1236,1789
512,1390,516,537
606,1266,1964,939
1011,181,1347,837
188,799,867,720
1604,377,642,699
1639,330,1157,886
761,496,728,1824
413,1513,18,1775
576,1228,575,423
1632,236,1288,1299
1613,1330,219,1184
1305,1691,1815,1322
225,1802,400,1360
406,682,1869,173
351,1753,1251,504
140,233,1191,185
1167,171,778,1509
1175,882,1338,1981
264,1347,971,384
13,1027,1167,767
821,83,1554,618
1436,326,679,437
429,1555,846,149
1558,627,1386,108
1367,1874,346,1794
444,1465,247,1010
1446,781,1241,754
466,1999,803,1079
1922,1822,1554,355
732,236,1846,487
1089,632,645,367
1289,668,1310,657
1895,816,494,893
41,525,521,270
614,882,959,1081
954,1048,706,1178
907,192,430,468
97,996,1690,1582
193,988,438,1240
662,1618,779,815
472,153,73,630
844,1705,644,1867
1656,919,60,1007
1095,1398,1633,648
322,1556,154,448
1093,1307,612,1100
1866,1784,400,1468
232,1072,351,712
727,1771,482,140
659,1393,548,422
51,1210,153,554
1199,1228,1971,1053
1213,1478,261,1415
469,1319,882,312
955,1373,1302,604
1140,1015,796,253
969,1270,1176,336
28,1633,5,1810
1191,725,305,1748
769,999,1737,46
346,562,723,1111
1273,546,44,1989
1343,1408,1382,1974
1686,820,1405,864
222,457,1579,1980
389,292,1172,1794
248,1672,686,1628
1650,1075,523,1469
1441,1362,637,510
1791,209,1155,772
1293,90,252,1669
295,683,433,320
272,1336,391,87
748,783,290,982
918,593,1373,540
873,356,508,244
1229,482,463,371
1580,973,1882,1029
1407,145,761,7
454,647,1095,1011
126,1672,1907,1017
1114,370,334,1679
492,1740,515,744
1458,1080,855,422
1629,1950,537,1515
1468,1643,1352,1944
175,939,1392,1630
4,1542,304,1591
1180,331,1319,884
449,280,1814,737
1809,1889,1877,724
341,814,344,106
20,214,1353,816
316,1046,715,440
1197,41,805,1798
1612,1666,1393,1976
1015,336,433,60
1145,1913,887,1291
83,128,366,855
1732,1084,676,1078
1272,1553,628,393
1760,1662,1890,939
1700,1715,1679,564
517,369,1665,562
1709,815,664,1259
1330,533,1248,629
86,1002,577,1496
785,1250,235,1727
198,1317,736,1432
768,1379,917,1520
1808,868,272,356
532,796,1313,1847
1841,80,132,1470
1008,1382,742,1739
1275,276,1414,1365
1696,798,1651,499
403,529,1842,1116
1138,1859,1967,1859
937,915,1943,1953
1775,1507,1801,1801
1905,1661,553,47
510,1347,117,813
1788,297,1322,1307
814,1560,163,163
1847,731,1809,1115
540,524,1143,600
384,1304,1490,842
1238,868,1055,1557
1263,22,1122,940
132,340,176,1789
487,640,1723,776
1501,362,250,868
485,1901,341,861
1403,1907,1078,1684
1894,770,1635,800
899,1649,1542,1016
402,1645,1486,1696
1196,1670,1778,1312
1055,541,1563,1976
1922,1640,1154,916
349,606,317,1687
347,847,1655,1461
429,495,1392,889
300,857,985,800
1905,1594,1892,1173
459,1348,1764,60
639,1618,555,1596
909,33,316,1535
1229,116,419,134
565,104,437,815
1334,1945,1240,757
1022,263,185,1881
1603,816,592,544
475,1260,1929,723
1935,254,381,1567
525,24,1582,1211
1030,1024,1068,746
1806,424,670,354
1384,1436,1592,1264
1857,947,346,355
1144,301,15,1190
1520,28,1907,1783
1237,1862,1717,1493
480,867,746,394
870,555,817,1929
1368,1889,412,290
389,1994,1842,545
404,114,874,1076
43,1667,1955,1305
1650,439,24,244
1384,797,183,1234
1046,450,142,261
696,15,1173,1307
335,650,493,547
8,435,458,774
1698,1789,1935,1810
1534,921,1761,524
1205,108,739,1170
489,243,1702,1368
1611,1741,1251,494
1665,1559,199,1554
1939,1850,232,15
1314,1295,847,799
289,68,516,1246
213,841,1239,755
1458,364,1677,1922
1060,340,139,487
570,1051,1700,257
1756,170,1880,101
1022,577,1470,1633
591,339,207,466
1514,1494,1372,438
1734,250,120,1313
1887,893,562,780
1243,58,885,729
1451,1463,966,367
242,1548,312,191
1848,1791,1697,715
1267,649,491,1844
122,1433,346,27
313,800,182,876
1034,952,1104,1878
998,1555,1574,524
1303,1390,1163,392
1296,800,1518,1426
1851,710,679,1165
831,1687,1191,1372
1086,776,487,1466
798,1398,1500,687
621,1116,408,1807
1927,838,222,628
1104,57,1830,990
425,1445,570,769
1283,175,505,1451
745,1191,709,566
775,732,1510,1346
1031,894,1767,158
324,1288,69,1036
320,1613,315,612
860,65,1419,1683
171,1833,140,1228
1097,481,1904,1054
559,1104,1571,1979
1576,1885,338,558
1886,1292,716,1467
472,298,1832,684
461,220,1559,1490
339,190,659,1180
1557,499,1554,1866
406,1589,1051,983
276,991,1739,1945
135,1937,546,1544
684,1708,1645,1187
580,1222,1405,1098
1837,253,254,189
1841,73,935,304
188,1253,288,646
1875,835,1904,1478
138,494,40,412
607,414,710,1700
1725,62,1517,881
111,492,1185,165
815,326,795,610
479,1818,1674,57
1046,1064,1931,550
951,1515,1985,674
1370,1049,1738,1714
1748,1488,1118,212
1064,1944,1467,1743
810,793,1877,563
301,1233,1054,694
324,849,1017,1410
1543,94,655,1798
229,765,1872,246
1426,49,600,64
667,1095,1763,62
14,829,340,223
1980,1752,543,459
1963,372,847,929
1847,1575,1519,1544
960,1976,386,333
130,619,1949,552
1509,582,481,648
753,835,1193,380
847,1478,1805,1746
758,1538,496,1297
117,230,1210,1108
941,1785,1313,1003
917,780,1741,1407
373,903,371,824
393,1784,1521,1765
1480,1247,651,153
1245,1532,1155,15
1527,294,300,843
1343,1865,1545,85
1297,1312,1107,1477
929,1589,1736,112
1169,1805,841,1835
58,1039,55,16
1756,1558,1387,835
1333,41,540,410
1048,208,602,1487
238,647,1314,767
469,938,1115,1281
1351,399,1113,1383
129,260,1255,160
395,1042,1184,772
1338,754,1399,203
103,1845,1787,1251
852,991,1843,1894
1158,1564,1971,1292
1464,437,489,1030
468,1676,1115,87
358,759,337,1672
239,1713,246,895
727,101,1635,827
569,360,1873,1356
1078,720,712,1687
115,1626,1214,330
39,1326,1534,220
1984,821,1478,245
493,219,920,759
1704,94,888,1521
801,369,1718,1068
837,1123,365,94
1995,1715,1986,361
349,1940,1987,401
1060,1829,189,73
222,1553,1623,1445
1353,1066,837,1481
1176,540,1167,377
726,625,1970,1774
64,1122,1043,1603
836,339,1801,655
1062,1065,817,1616
1108,757,158,565
917,220,763,745
1053,1202,712,495
407,890,209,517
1902,4,731,1262
1240,420,783,1680
886,1474,1224,1165
1893,292,608,1160
224,1844,808,552
641,1915,1186,425
400,319,1131,546
1978,1389,1837,206
1825,1787,717,1298
1107,905,1547,603
1977,633,1235,1407
731,294,365,840
588,1403,697,1592
1143,1897,1746,1756
486,1773,941,1707
1690,136,1226,1670
864,1751,78,1645
1205,1542,745,347
1177,593,1593,3
1641,1041,1339,559
1314,1264,553,255
782,1640,1290,1000
979,1762,1316,1453
314,777,536,1314
1571,967,1327,1284
1632,178,934,298
1993,897,1161,799
1619,312,655,1554
531,1032,37,575
484,166,1946,34
1257,225,1675,873
1390,1152,429,610
595,200,1572,502
1465,369,256,97
573,1562,1754,832
1590,636,248,248
556,82,124,495
1226,1154,831,523
774,1756,104,1208
509,753,1856,398
1545,29,1744,57
94,1299,1642,459
1412,610,825,1556
1103,1728,751,197
728,1853,87,1014
1150,1440,1875,562
917,855,133,160
1601,1166,418,1245
